"","n_pokoj","metrarz","cena_m2","rok","dzielnica"
"8425",3,63.31,6378,NA,"Krzyki"
"8426",3,64.41,6608,NA,"Krzyki"
"8427",2,45.27,7666,NA,"Stare Miasto"
"8428",3,68.55,7749,NA,"Stare Miasto"
"8429",3,55.32,6146,NA,"Krzyki"
"8430",3,64.41,6469,NA,"Krzyki"
"8431",4,80.99,6630,NA,"Krzyki"
"8432",3,64.37,6609,NA,"Krzyki"
"8433",4,93.4,4515,NA,"Psie Pole"
"8434",4,105.64,6197,NA,"Krzyki"
"8435",3,63.42,7351,NA,"Stare Miasto"
"8436",2,52.2,7356,NA,"Stare Miasto"
"8437",3,64.04,6097,NA,"Krzyki"
"8438",3,61.79,5690,NA,"Krzyki"
"8439",3,61.79,5990,NA,"Krzyki"
"8440",3,64,6097,NA,"Krzyki"
"8441",3,68.3,6097,NA,"Krzyki"
"8442",3,62.13,6290,NA,"Krzyki"
"8443",3,61.78,5890,NA,"Krzyki"
"8444",3,56.41,6290,NA,"Krzyki"
"8445",3,56.41,6090,NA,"Krzyki"
"8446",3,58.08,6090,NA,"Krzyki"
"8447",3,56.56,5450,NA,"Psie Pole"
"8448",4,104.21,6197,NA,"Krzyki"
"8449",4,75.2,5390,NA,"Psie Pole"
"8450",4,106.01,6197,NA,"Krzyki"
"8451",3,93.07,5562,NA,"Krzyki"
"8452",3,68.7,6097,NA,"Krzyki"
"8453",3,64.14,6097,NA,"Krzyki"
"8454",2,44.53,6097,NA,"Krzyki"
"8455",2,45.09,6070,NA,"Krzyki"
"8456",4,96.71,9296,NA,"Stare Miasto"
"8457",3,64.14,6098,NA,"Krzyki"
"8458",2,46.73,6097,NA,"Krzyki"
"8459",1,44.89,6097,NA,"Krzyki"
"8460",3,64.17,6097,NA,"Krzyki"
"8461",2,46.73,6097,NA,"Krzyki"
"8462",2,44.89,6097,NA,"Krzyki"
"8463",2,43.8,6300,NA,"Krzyki"
"8464",2,48.28,5871,NA,"Krzyki"
"8465",1,46.23,7101,NA,"Stare Miasto"
"8466",3,64.24,6097,NA,"Krzyki"
"8467",2,44.32,5440,NA,"Psie Pole"
"8468",2,48.18,5974,NA,"Fabryczna"
"8469",3,50.64,6097,NA,"Krzyki"
"8470",3,50.63,6097,NA,"Krzyki"
"8471",4,104.39,6197,NA,"Krzyki"
"8472",2,56.31,4699,NA,"Fabryczna"
"8473",4,105.5,6197,NA,"Krzyki"
"8474",2,47.95,5440,NA,"Psie Pole"
"8475",4,105.33,6197,NA,"Krzyki"
"8476",3,68.68,6097,NA,"Krzyki"
"8477",3,50.63,6097,NA,"Krzyki"
"8478",2,53.94,5100,NA,"Fabryczna"
"8479",2,49.89,5100,NA,"Fabryczna"
"8480",3,63.93,6097,NA,"Krzyki"
"8481",4,104.21,6197,NA,"Krzyki"
"8482",2,46.6,5800,NA,"Śródmieście"
"8483",2,38.4,6400,NA,"Śródmieście"
"8484",3,68.68,6097,NA,"Krzyki"
"8485",3,68.68,6097,NA,"Krzyki"
"8486",2,44.28,5590,NA,"Fabryczna"
"8487",3,64.13,6097,NA,"Krzyki"
"8488",3,55,5400,NA,"Psie Pole"
"8489",2,45.91,6426,NA,"Śródmieście"
"8490",2,60.78,4919,NA,"Fabryczna"
"8491",2,61.06,4897,NA,"Fabryczna"
"8492",2,43.88,6400,NA,"Krzyki"
"8493",4,104.21,6197,NA,"Krzyki"
"8494",4,112.35,3498,NA,"Psie Pole"
"8495",4,115.23,3498,NA,"Psie Pole"
"8496",3,68.68,6097,NA,"Krzyki"
"8497",2,39.6,6725,NA,"Psie Pole"
"8498",2,50.27,5923,NA,"Krzyki"
"8499",2,47.96,6200,NA,"Krzyki"
"8500",3,50.63,6097,NA,"Krzyki"
"8501",2,48.2,5400,NA,"Krzyki"
"8502",3,68.7,6097,NA,"Krzyki"
"8503",3,46.53,6933,NA,"Stare Miasto"
"8504",2,53.34,5923,NA,"Krzyki"
"8505",2,50.12,6026,NA,"Krzyki"
"8506",2,48.09,6026,NA,"Krzyki"
"8507",3,67.31,4899,NA,"Krzyki"
"8508",2,48.18,5974,NA,"Krzyki"
"8509",2,48.28,5923,NA,"Krzyki"
"8510",2,49.1,5299,NA,"Krzyki"
"8511",3,53.28,5665,NA,"Krzyki"
"8512",2,50.27,5923,NA,"Krzyki"
"8513",2,48.18,5974,NA,"Krzyki"
"8514",2,47.68,6200,NA,"Krzyki"
"8515",3,65.57,4899,NA,"Krzyki"
"8516",2,52.69,5099,NA,"Krzyki"
"8517",3,53.44,5614,NA,"Krzyki"
"8518",2,48.71,5199,NA,"Krzyki"
"8519",3,67.31,5100,NA,"Krzyki"
"8520",2,48.18,5199,NA,"Krzyki"
"8521",2,48.84,5299,NA,"Krzyki"
"8522",2,48.79,5199,NA,"Krzyki"
"8523",2,47.92,5200,NA,"Krzyki"
"8524",2,48.99,5199,NA,"Krzyki"
"8525",2,48.63,5199,NA,"Krzyki"
"8526",2,48.68,5199,NA,"Krzyki"
"8527",2,49.1,5199,NA,"Krzyki"
"8528",2,48.03,5149,NA,"Krzyki"
"8529",2,48.71,5200,NA,"Krzyki"
"8530",2,48.29,5199,NA,"Krzyki"
"8531",2,48.99,5199,NA,"Krzyki"
"8532",4,77.7,4850,NA,"Krzyki"
"8533",2,48.5,5199,NA,"Krzyki"
"8534",4,77.7,4850,NA,"Krzyki"
"8535",2,48.84,5199,NA,"Krzyki"
"8536",2,48.5,5199,NA,"Krzyki"
"8537",2,60.04,4900,NA,"Krzyki"
"8538",2,50.37,5590,NA,"Fabryczna"
"8539",2,47.32,5590,NA,"Fabryczna"
"8540",2,47.58,5590,NA,"Fabryczna"
"8541",2,47.32,5590,NA,"Fabryczna"
"8542",2,48.78,5299,NA,"Krzyki"
"8543",2,48.63,5199,NA,"Krzyki"
"8544",2,44.5,6500,NA,"Śródmieście"
"8545",2,38.4,6200,NA,"Śródmieście"
"8546",2,48.18,5974,NA,"Krzyki"
"8547",3,57.38,5636,NA,"Krzyki"
"8548",3,64.24,6097,NA,"Krzyki"
"8549",2,48.11,5974,NA,"Krzyki"
"8550",3,56.4,5525,NA,"Psie Pole"
"8551",2,48.28,5871,NA,"Krzyki"
"8552",3,56.4,5350,NA,"Psie Pole"
"8553",3,68.7,6097,NA,"Krzyki"
"8554",3,68.7,6097,NA,"Krzyki"
"8555",3,55.96,6078,NA,"Krzyki"
"8556",4,80.6,6325,NA,"Krzyki"
"8557",2,48.8,6550,NA,"Krzyki"
"8558",2,48.8,6500,NA,"Krzyki"
"8559",2,48.8,6500,NA,"Krzyki"
"8560",3,60.26,4200,NA,"Psie Pole"
"8561",2,48.8,6600,NA,"Krzyki"
"8562",3,63.79,6097,NA,"Krzyki"
"8563",3,62.45,5390,NA,"Psie Pole"
"8564",3,68.7,6097,NA,"Krzyki"
"8565",2,46.6,5800,NA,"Śródmieście"
"8566",4,104.21,6197,NA,"Krzyki"
"8567",3,54.52,5440,NA,"Psie Pole"
"8568",3,51.51,5440,NA,"Psie Pole"
"8569",2,46.53,6123,NA,"Krzyki"
"8570",2,44.46,5440,NA,"Psie Pole"
"8571",3,56.16,6075,NA,"Krzyki"
"8572",4,104.39,6197,NA,"Krzyki"
"8573",2,47.95,5440,NA,"Psie Pole"
"8574",3,55.38,6161,NA,"Krzyki"
"8575",4,104.21,6197,NA,"Krzyki"
"8576",2,44.89,6097,NA,"Krzyki"
"8577",3,54.87,6199,NA,"Krzyki"
"8578",2,44.53,6097,NA,"Krzyki"
"8579",2,54.75,5400,NA,"Psie Pole"
"8580",4,69.54,5149,NA,"Psie Pole"
"8581",3,61.95,5400,NA,"Psie Pole"
"8582",3,62.95,5349,NA,"Psie Pole"
"8583",3,70.28,5149,NA,"Psie Pole"
"8584",3,70.28,5250,NA,"Psie Pole"
"8585",4,104.21,6197,NA,"Krzyki"
"8586",3,55.62,6095,NA,"Krzyki"
"8587",3,55.6,6097,NA,"Krzyki"
"8588",3,55.6,6097,NA,"Krzyki"
"8589",2,35.36,6790,NA,"Krzyki"
"8590",3,62.13,6190,NA,"Krzyki"
"8591",2,51.9,5590,NA,"Krzyki"
"8592",2,46.72,6290,NA,"Krzyki"
"8593",4,104.39,6197,NA,"Krzyki"
"8594",2,52.69,5450,NA,"Psie Pole"
"8595",4,104.39,6197,NA,"Krzyki"
"8596",3,64.4,5149,NA,"Psie Pole"
"8597",3,62.95,5400,NA,"Psie Pole"
"8598",4,74.62,5049,NA,"Psie Pole"
"8599",4,104.39,6197,NA,"Krzyki"
"8600",2,47.52,6500,NA,"Krzyki"
"8601",3,63.34,6300,NA,"Krzyki"
"8602",3,59.88,6400,NA,"Krzyki"
"8603",3,59.88,6300,NA,"Krzyki"
"8604",4,104.38,6204,NA,"Krzyki"
"8605",2,46.55,5871,NA,"Fabryczna"
"8606",4,105.33,6197,NA,"Krzyki"
"8607",4,105.33,6197,NA,"Krzyki"
"8608",2,52.24,5610,NA,"Śródmieście"
"8609",3,73.31,6400,NA,"Krzyki"
"8610",3,78.45,6400,NA,"Krzyki"
"8611",2,53.02,6400,NA,"Krzyki"
"8612",3,59.88,6500,NA,"Krzyki"
"8613",4,68.54,6144,NA,"Krzyki"
"8614",2,42.49,6900,NA,"Krzyki"
"8615",2,43.8,6500,NA,"Krzyki"
"8616",2,43.81,6400,NA,"Krzyki"
"8617",4,105.33,6197,NA,"Krzyki"
"8618",3,53.96,5716,NA,"Fabryczna"
"8619",2,44.08,6400,NA,"Krzyki"
"8620",2,43.78,6600,NA,"Krzyki"
"8621",2,46.53,6933,NA,"Stare Miasto"
"8622",2,52.45,5450,NA,"Śródmieście"
"8623",3,62.4,5610,NA,"Śródmieście"
"8624",2,52.24,5710,NA,"Śródmieście"
"8625",2,46.53,6533,NA,"Stare Miasto"
"8626",2,52.45,5550,NA,"Śródmieście"
"8627",2,52.24,5660,NA,"Śródmieście"
"8628",2,52.45,5600,NA,"Śródmieście"
"8629",2,52.45,5500,NA,"Śródmieście"
"8630",3,62.4,5610,NA,"Śródmieście"
"8631",2,52.45,5450,NA,"Śródmieście"
"8632",4,64.41,4987,NA,"Fabryczna"
"8633",2,52.24,5610,NA,"Śródmieście"
"8634",2,52.24,5660,NA,"Śródmieście"
"8635",4,105.5,6197,NA,"Krzyki"
"8636",2,52.24,5610,NA,"Śródmieście"
"8637",2,52.24,5610,NA,"Śródmieście"
"8638",2,52.24,5610,NA,"Śródmieście"
"8639",2,52.24,5660,NA,"Śródmieście"
"8640",2,52.45,5500,NA,"Śródmieście"
"8641",2,45,4599,NA,"Fabryczna"
"8642",3,59.19,5760,NA,"Śródmieście"
"8643",2,52.24,5610,NA,"Śródmieście"
"8644",2,52.45,5450,NA,"Śródmieście"
"8645",3,59.51,5760,NA,"Śródmieście"
"8646",3,59.19,5760,NA,"Śródmieście"
"8647",2,52.45,5588,NA,"Śródmieście"
"8648",3,59.51,5610,NA,"Śródmieście"
"8649",3,48.1,6424,NA,"Stare Miasto"
"8650",4,77.66,4650,NA,"Fabryczna"
"8651",3,50.03,6103,NA,"Krzyki"
"8652",2,40.34,5500,NA,"Fabryczna"
"8653",3,55.3,6331,NA,"Krzyki"
"8654",4,105.5,6197,NA,"Krzyki"
"8655",4,60.27,5330,NA,"Fabryczna"
"8656",3,46.53,6533,NA,"Stare Miasto"
"8657",4,105.52,6197,NA,"Krzyki"
"8658",3,53.98,5330,NA,"Fabryczna"
"8659",3,48.1,6819,NA,"Stare Miasto"
"8660",3,54.66,7100,NA,"Śródmieście"
"8661",4,78.62,5400,NA,"Krzyki"
"8662",2,53.02,6383,NA,"Krzyki"
"8663",2,44.04,6600,NA,"Krzyki"
"8664",3,49.8,6300,NA,"Krzyki"
"8665",2,32.81,8016,NA,"Stare Miasto"
"8666",2,43.8,6400,NA,"Krzyki"
"8667",2,43.84,6300,NA,"Krzyki"
"8668",2,43.8,6400,NA,"Krzyki"
"8669",2,32.81,7589,NA,"Stare Miasto"
"8670",2,43.77,6600,NA,"Krzyki"
"8671",2,43.77,6600,NA,"Krzyki"
"8672",2,43.74,6300,NA,"Krzyki"
"8673",2,44.05,6600,NA,"Krzyki"
"8674",2,44.08,6400,NA,"Krzyki"
"8675",2,43.78,6600,NA,"Krzyki"
"8676",2,43.87,6048,NA,"Krzyki"
"8677",2,47.58,6300,NA,"Krzyki"
"8678",3,48.75,6500,NA,"Krzyki"
"8679",4,75.36,5856,NA,"Krzyki"
"8680",2,43.83,6300,NA,"Krzyki"
"8681",2,44.08,6300,NA,"Krzyki"
"8682",2,48.09,6821,NA,"Stare Miasto"
"8683",2,45.59,5757,NA,"Fabryczna"
"8684",2,32.81,7854,NA,"Stare Miasto"
"8685",2,56.6,5400,NA,"Psie Pole"
"8686",3,62.4,5610,NA,"Śródmieście"
"8687",2,43.33,6901,NA,"Stare Miasto"
"8688",1,33.41,5600,NA,"Krzyki"
"8689",3,52.39,5474,NA,"Fabryczna"
"8690",2,32.69,7433,NA,"Stare Miasto"
"8691",2,43.33,6554,NA,"Stare Miasto"
"8692",3,71.05,5968,NA,"Stare Miasto"
"8693",3,71.25,5600,NA,"Psie Pole"
"8694",3,62.4,5610,NA,"Śródmieście"
"8695",3,52.47,6400,NA,"Stare Miasto"
"8696",2,41.03,6590,NA,"Krzyki"
"8697",2,45.7,5733,NA,"Fabryczna"
"8698",2,45.71,6500,NA,"Stare Miasto"
"8699",2,56.8,5199,NA,"Krzyki"
"8700",2,41.03,6590,NA,"Krzyki"
"8701",4,85.97,4422,NA,"Fabryczna"
"8702",3,55.56,6101,NA,"Krzyki"
"8703",2,44.53,6097,NA,"Krzyki"
"8704",2,48.1,6424,NA,"Stare Miasto"
"8705",3,51.47,5378,NA,"Fabryczna"
"8706",2,44.53,6097,NA,"Krzyki"
"8707",3,54.86,7449,NA,"Stare Miasto"
"8708",3,50.2,6149,NA,"Krzyki"
"8709",3,50.03,6103,NA,"Krzyki"
"8710",2,44.53,6097,NA,"Krzyki"
"8711",3,63.41,6605,NA,"Krzyki"
"8712",2,49.14,5329,NA,"Fabryczna"
"8713",2,48.03,5149,NA,"Krzyki"
"8714",3,63.27,6328,NA,"Krzyki"
"8715",2,48.29,5199,NA,"Krzyki"
"8716",2,41.21,6862,NA,"Krzyki"
"8717",2,44.53,6097,NA,"Krzyki"
"8718",3,63.73,6103,NA,"Krzyki"
"8719",3,55.5,5525,NA,"Psie Pole"
"8720",2,46.6,5300,NA,"Psie Pole"
"8721",2,44.53,6097,NA,"Krzyki"
"8722",3,62.4,5760,NA,"Śródmieście"
"8723",2,41.03,6590,NA,"Krzyki"
"8724",2,40.9,5525,NA,"Psie Pole"
"8725",3,50,6107,NA,"Krzyki"
"8726",3,50.04,6102,NA,"Krzyki"
"8727",3,70.1,7575,NA,"Krzyki"
"8728",2,40.9,5525,NA,"Psie Pole"
"8729",3,55.5,5525,NA,"Psie Pole"
"8730",2,50.1,6650,NA,"Krzyki"
"8731",3,68.18,5355,NA,"Krzyki"
"8732",3,59.42,5450,NA,"Krzyki"
"8733",2,73.47,5512,NA,"Krzyki"
"8734",2,73.47,6060,NA,"Krzyki"
"8735",4,80.6,6375,NA,"Krzyki"
"8736",2,73.47,5853,NA,"Krzyki"
"8737",2,41.03,6590,NA,"Krzyki"
"8738",3,64.2,6450,NA,"Krzyki"
"8739",3,53.8,6375,NA,"Krzyki"
"8740",3,66.1,6575,NA,"Krzyki"
"8741",2,38.7,5200,NA,"Psie Pole"
"8742",3,62.95,6577,NA,"Krzyki"
"8743",3,55.96,6097,NA,"Krzyki"
"8744",2,47.4,4795,NA,"Fabryczna"
"8745",4,78.46,5250,NA,"Krzyki"
"8746",3,70,7975,NA,"Krzyki"
"8747",4,90.52,8041,NA,"Krzyki"
"8748",3,56.82,5625,NA,"Krzyki"
"8749",2,40.34,5500,NA,"Fabryczna"
"8750",2,40.34,5500,NA,"Fabryczna"
"8751",3,66.03,5490,NA,"Psie Pole"
"8752",3,64.24,6097,NA,"Krzyki"
"8753",3,72.36,6219,NA,"Krzyki"
"8754",3,63.97,6097,NA,"Krzyki"
"8755",3,68.27,6097,NA,"Krzyki"
"8756",3,68.25,6097,NA,"Krzyki"
"8757",2,50.2,6700,NA,"Krzyki"
"8758",2,43.37,5300,NA,"Krzyki"
"8759",3,59.8,6575,NA,"Krzyki"
"8760",2,50.2,6750,NA,"Krzyki"
"8761",3,68.7,6094,NA,"Krzyki"
"8762",3,68.7,6094,NA,"Krzyki"
"8763",3,55.59,6098,NA,"Krzyki"
"8764",3,58,6097,NA,"Krzyki"
"8765",3,68.7,6094,NA,"Krzyki"
"8766",3,49.97,5369,NA,"Krzyki"
"8767",3,68.7,6094,NA,"Krzyki"
"8768",3,55.96,6097,NA,"Krzyki"
"8769",3,55.85,5400,NA,"Krzyki"
"8770",3,61.84,6400,NA,"Stare Miasto"
"8771",3,54.1,5600,NA,"Psie Pole"
"8772",3,84.2,4601,NA,"Fabryczna"
"8773",2,43.48,5990,NA,"Krzyki"
"8774",3,64.37,6469,NA,"Krzyki"
"8775",3,62.48,6186,NA,"Krzyki"
"8776",3,64.31,6609,NA,"Krzyki"
"8777",2,45.23,6500,NA,"Stare Miasto"
"8778",2,44,4704,NA,"Fabryczna"
"8779",3,68.7,6094,NA,"Krzyki"
"8780",4,65.88,5400,NA,"Krzyki"
"8781",2,47.4,4795,NA,"Fabryczna"
"8782",4,98.46,6530,NA,"Fabryczna"
"8783",3,55.5,5525,NA,"Psie Pole"
"8784",3,64.7,8000,NA,"Śródmieście"
"8785",5,108.63,5720,NA,"Fabryczna"
"8786",4,90.3,8175,NA,"Śródmieście"
"8787",3,68.7,6094,NA,"Krzyki"
"8788",3,57.83,6125,NA,"Stare Miasto"
"8789",2,45.8,5525,NA,"Psie Pole"
"8790",3,68.7,6094,NA,"Krzyki"
"8791",4,78.62,5400,NA,"Krzyki"
"8792",4,147.32,6718,NA,"Fabryczna"
"8793",3,62.4,5510,NA,"Śródmieście"
"8794",3,68.7,6094,NA,"Krzyki"
"8795",3,68.7,6094,NA,"Krzyki"
"8796",3,68.7,6094,NA,"Krzyki"
"8797",3,68.7,6094,NA,"Krzyki"
"8798",2,42.7,4400,NA,"Psie Pole"
"8799",3,68.7,6094,NA,"Krzyki"
"8800",2,43.14,4400,NA,"Psie Pole"
"8801",2,35.8,5200,NA,"Psie Pole"
"8802",3,55.96,6097,NA,"Krzyki"
"8803",3,55.96,6097,NA,"Krzyki"
"8804",2,43.81,4400,NA,"Psie Pole"
"8805",3,55.96,6097,NA,"Krzyki"
"8806",3,55.96,6097,NA,"Krzyki"
"8807",3,55.96,6097,NA,"Krzyki"
"8808",3,55.96,6097,NA,"Krzyki"
"8809",3,51.33,5440,NA,"Psie Pole"
"8810",3,54.84,4200,NA,"Psie Pole"
"8811",3,78.5,4979,NA,"Psie Pole"
"8812",3,56.71,6419,NA,"Krzyki"
"8813",2,48.78,5199,NA,"Krzyki"
"8814",3,50.03,4200,NA,"Psie Pole"
"8815",3,55.96,6097,NA,"Krzyki"
"8816",3,55.96,6097,NA,"Krzyki"
"8817",2,44.31,5440,NA,"Psie Pole"
"8818",4,114.24,3498,NA,"Psie Pole"
"8819",3,67.4,5245,NA,"Psie Pole"
"8820",4,66.8,5242,NA,"Psie Pole"
"8821",2,45.33,5600,NA,"Krzyki"
"8822",3,66.8,5242,NA,"Psie Pole"
"8823",4,66,5242,NA,"Psie Pole"
"8824",3,65.8,5242,NA,"Psie Pole"
"8825",3,55.96,6097,NA,"Krzyki"
"8826",3,55.96,6097,NA,"Krzyki"
"8827",3,49.52,4200,NA,"Psie Pole"
"8828",2,40.2,4400,NA,"Psie Pole"
"8829",3,55.96,6097,NA,"Krzyki"
"8830",3,55.96,6097,NA,"Krzyki"
"8831",3,55.96,6097,NA,"Krzyki"
"8832",2,39.83,4400,NA,"Psie Pole"
"8833",4,106.8,8608,NA,"Śródmieście"
"8834",4,80.6,6400,NA,"Krzyki"
"8835",3,61.1,5590,NA,"Krzyki"
"8836",3,55.6,5525,NA,"Psie Pole"
"8837",3,55.96,6097,NA,"Krzyki"
"8838",3,55.96,6097,NA,"Krzyki"
"8839",2,38.55,4400,NA,"Psie Pole"
"8840",3,70.96,6046,NA,"Stare Miasto"
"8841",3,64.77,6392,NA,"Stare Miasto"
"8842",3,55.96,6097,NA,"Krzyki"
"8843",3,55.96,6097,NA,"Krzyki"
"8844",3,74.97,5135,NA,"Krzyki"
"8845",3,74.64,5259,NA,"Krzyki"
"8846",3,55.96,6097,NA,"Krzyki"
"8847",1,28.09,4600,NA,"Psie Pole"
"8848",3,54.44,5250,NA,"Krzyki"
"8849",3,65.46,5400,NA,"Krzyki"
"8850",2,45.59,5600,NA,"Krzyki"
"8851",3,56.17,6391,NA,"Krzyki"
"8852",3,52.81,5500,NA,"Krzyki"
"8853",3,55.02,5980,NA,"Krzyki"
"8854",2,47.73,5400,NA,"Fabryczna"
"8855",3,59.28,6056,NA,"Krzyki"
"8856",3,67.43,4835,NA,"Krzyki"
"8857",3,45.5,6100,NA,"Stare Miasto"
"8858",3,50.02,5500,NA,"Krzyki"
"8859",3,47.16,6100,NA,"Stare Miasto"
"8860",2,47.21,6460,NA,"Krzyki"
"8861",3,91.92,4199,NA,"Krzyki"
"8862",4,64.41,5259,NA,"Fabryczna"
"8863",2,51.06,6595,NA,"Fabryczna"
"8864",3,52.2,6400,NA,"Fabryczna"
"8865",3,91.92,4199,NA,"Krzyki"
"8866",3,59.29,6224,NA,"Krzyki"
"8867",3,53.96,5907,NA,"Fabryczna"
"8868",3,55.99,5900,NA,"Stare Miasto"
"8869",3,47.16,5900,NA,"Stare Miasto"
"8870",3,50.88,5898,NA,"Stare Miasto"
"8871",3,48.24,5950,NA,"Fabryczna"
"8872",3,71.25,5750,NA,"Psie Pole"
"8873",3,91.62,4106,NA,"Krzyki"
"8874",3,57.28,5100,NA,"Krzyki"
"8875",3,63.52,5950,NA,"Fabryczna"
"8876",2,53.6,4700,NA,"Fabryczna"
"8877",4,105.83,6197,NA,"Krzyki"
"8878",4,61.59,5150,NA,"Krzyki"
"8879",3,64.94,4990,NA,"Krzyki"
"8880",3,42.93,5300,NA,"Krzyki"
"8881",3,91.62,4106,NA,"Krzyki"
"8882",3,64.16,6097,NA,"Krzyki"
"8883",3,64,6097,NA,"Krzyki"
"8884",2,50.59,5490,NA,"Fabryczna"
"8885",3,49.52,4200,NA,"Psie Pole"
"8886",3,72.05,6179,NA,"Krzyki"
"8887",3,72.36,6219,NA,"Krzyki"
"8888",2,40.67,6427,NA,"Krzyki"
"8889",1,28.09,4600,NA,"Psie Pole"
"8890",3,55.6,6097,NA,"Krzyki"
"8891",4,104.21,6197,NA,"Krzyki"
"8892",2,38.55,4400,NA,"Psie Pole"
"8893",2,44.8,6109,NA,"Krzyki"
"8894",3,50.08,6097,NA,"Krzyki"
"8895",2,55.23,4990,NA,"Krzyki"
"8896",2,44.8,6109,NA,"Krzyki"
"8897",2,39.83,4400,NA,"Psie Pole"
"8898",2,46.7,6101,NA,"Krzyki"
"8899",3,60.1,6575,NA,"Krzyki"
"8900",4,80.6,6400,NA,"Krzyki"
"8901",3,53.8,6475,NA,"Krzyki"
"8902",3,63.82,6097,NA,"Krzyki"
"8903",3,66.1,6775,NA,"Krzyki"
"8904",2,46.7,6101,NA,"Krzyki"
"8905",2,38.9,6800,NA,"Krzyki"
"8906",2,48.8,6350,NA,"Krzyki"
"8907",2,38.9,6800,NA,"Krzyki"
"8908",4,80.6,6215,NA,"Krzyki"
"8909",3,53.8,6375,NA,"Krzyki"
"8910",2,48.8,6350,NA,"Krzyki"
"8911",3,66.1,6775,NA,"Krzyki"
"8912",3,68.7,6097,NA,"Krzyki"
"8913",3,65.17,4990,NA,"Krzyki"
"8914",2,48.8,6600,NA,"Krzyki"
"8915",2,38.8,6800,NA,"Krzyki"
"8916",3,60.1,6475,NA,"Krzyki"
"8917",3,66.1,6425,NA,"Krzyki"
"8918",2,48.8,6650,NA,"Krzyki"
"8919",2,39,6850,NA,"Krzyki"
"8920",3,60.1,6575,NA,"Krzyki"
"8921",2,39,6850,NA,"Krzyki"
"8922",3,59,6575,NA,"Krzyki"
"8923",2,39,6650,NA,"Krzyki"
"8924",4,80.1,6725,NA,"Krzyki"
"8925",4,80.6,6575,NA,"Krzyki"
"8926",3,64.94,4990,NA,"Krzyki"
"8927",3,64.94,4990,NA,"Krzyki"
"8928",3,50.08,6097,NA,"Krzyki"
"8929",2,38.93,5950,NA,"Śródmieście"
"8930",2,48.02,6077,NA,"Krzyki"
"8931",2,48.02,6077,NA,"Krzyki"
"8932",2,48.09,6026,NA,"Krzyki"
"8933",2,48.02,6129,NA,"Krzyki"
"8934",2,52.24,5180,NA,"Śródmieście"
"8935",4,104.21,6197,NA,"Krzyki"
"8936",3,65.33,4990,NA,"Krzyki"
"8937",2,46.12,6635,NA,"Stare Miasto"
"8938",3,55.24,6173,NA,"Krzyki"
"8939",3,66.04,11100,NA,"Stare Miasto"
"8940",3,55.12,6187,NA,"Krzyki"
"8941",4,87.14,10500,NA,"Stare Miasto"
"8942",2,45.23,12100,NA,"Stare Miasto"
"8943",3,67.64,11300,NA,"Stare Miasto"
"8944",3,65.69,5400,NA,"Krzyki"
"8945",2,48.03,5200,NA,"Krzyki"
"8946",2,45.23,5600,NA,"Krzyki"
"8947",3,46.53,6533,NA,"Stare Miasto"
"8948",3,56.18,5600,NA,"Krzyki"
"8949",3,68.3,6097,NA,"Krzyki"
"8950",3,48.49,6476,NA,"Stare Miasto"
"8951",3,59.76,6426,NA,"Stare Miasto"
"8952",2,48.81,6536,NA,"Stare Miasto"
"8953",2,43.33,6554,NA,"Stare Miasto"
"8954",4,92.81,7725,NA,"Stare Miasto"
"8955",2,52.99,5850,NA,"Krzyki"
"8956",2,43.33,6439,NA,"Stare Miasto"
"8957",2,46.53,6533,NA,"Stare Miasto"
"8958",3,53.25,6458,NA,"Krzyki"
"8959",3,71.25,5500,NA,"Psie Pole"
"8960",2,43.49,5658,NA,"Fabryczna"
"8961",4,92.8,8002,NA,"Stare Miasto"
"8962",4,92.81,7713,NA,"Stare Miasto"
"8963",5,105.2,6442,NA,"Krzyki"
"8964",2,48.49,6476,NA,"Stare Miasto"
"8965",2,48.59,6565,NA,"Stare Miasto"
"8966",4,91.97,8000,NA,"Stare Miasto"
"8967",4,89.96,6307,NA,"Krzyki"
"8968",5,116,4302,NA,"Krzyki"
"8969",2,51.39,6746,NA,"Krzyki"
"8970",3,57.98,6525,NA,"Krzyki"
"8971",4,92.54,7600,NA,"Psie Pole"
"8972",2,46.9,6746,NA,"Krzyki"
"8973",3,57.67,6742,NA,"Krzyki"
"8974",3,51.47,6684,NA,"Krzyki"
"8975",3,52.47,6550,NA,"Stare Miasto"
"8976",2,45.71,6600,NA,"Stare Miasto"
"8977",3,73.1,7380,NA,"Stare Miasto"
"8978",2,44.47,5445,NA,"Psie Pole"
"8979",3,115.38,8103,NA,"Stare Miasto"
"8980",4,83.02,7478,NA,"Stare Miasto"
"8981",4,84.82,6100,NA,"Śródmieście"
"8982",2,45.85,6650,NA,"Stare Miasto"
"8983",3,49.39,6550,NA,"Stare Miasto"
"8984",3,48.59,6565,NA,"Stare Miasto"
"8985",2,32.81,7406,NA,"Stare Miasto"
"8986",2,41.21,6996,NA,"Krzyki"
"8987",2,40.4,6535,NA,"Stare Miasto"
"8988",3,53.56,5047,NA,"Krzyki"
"8989",2,47.8,5440,NA,"Psie Pole"
"8990",3,55.42,6487,NA,"Krzyki"
"8991",4,129.06,8105,NA,"Stare Miasto"
"8992",3,56.18,5600,NA,"Krzyki"
"8993",3,54.53,4971,NA,"Krzyki"
"8994",3,57.12,5500,NA,"Krzyki"
"8995",2,41.03,6590,NA,"Krzyki"
